,	1164
the	682
.	413
and	375
to	296
—	236
of	236
a	234
in	171
i	158
for	142
that	138
!	123
"	117
he	110
with	109
is	108
|arabic2digit|	103
his	103
my	95
|'s|	92
;	90
as	89
who	79
you	74
all	74
her	72
not	70
it	69
from	64
on	63
when	62
we	62
this	57
our	57
are	57
me	55
thy	53
was	52
be	50
so	49
or	47
now	47
one	45
your	44
they	44
what	43
there	42
she	42
nor	41
but	41
no	40
has	40
at	40
by	38
ah	37
love	36
its	34
have	34
may	33
where	32
thee	32
if	32
yet	31
man	31
here	31
thou	30
life	30
country	30
would	29
their	29
oh	29
had	29
though	28
him	28
."	28
world	27
then	27
will	26
upon	25
those	24
them	24
shall	24
see	24
?	23
were	22
never	22
like	22
heart	22
day	22
than	21
should	21
little	21
far	21
can	21
'	21
while	20
sea	20
long	20
|arabic1digit|	19
still	19
must	18
fair	18
death	18
could	18
an	17
again	17
high	16
flowers	16
ever	16
earth	16
dear	16
come	16
away	16
toward	15
too	15
only	15
old	15
let	15
great	15
every	15
whose	14
us	14
today	14
i'd	14
how	14
give	14
well	13
time	13
sky	13
night	13
mother	13
men	13
made	13
just	13
i'll	13
hold	13
hear	13
youth	12
things	12
soul	12
over	12
out	12
once	12
more	12
many	12
make	12
happy	12
even	12
each	12
bear	12
am	12
]	12
(	12
why	11
take	11
own	11
mine	11
leaves	11
land	11
know	11
heard	11
freedom	11
cannot	11
call	11
brave	11
before	11
|arabic3digit|	10
way	10
war	10
up	10
tree	10
through	10
such	10
spirit	10
some	10
read	10
power	10
other	10
name	10
last	10
home	10
down	10
[	10
words	9
wind	9
try	9
town	9
tell	9
say	9
mighty	9
might	9
liberty	9
knew	9
hearts	9
grandmother	9
gold	9
god	9
first	9
fight	9
dead	9
care	9
|romannumeral|	8
true	8
tis	8
thought	8
these	8
sure	8
soon	8
son	8
small	8
saw	8
said	8
sad	8
right	8
praise	8
poor	8
poet	8
past	8
pass	8
oak	8
nurse	8
need	8
horse	8
green	8
fire	8
fell	8
eyes	8
cry	8
cruel	8
cold	8
been	8
annex	8
anne	8
above	8
?"	8
!"	8
yonder	7
years	7
truth	7
thine	7
sun	7
summer	7
strength	7
stars	7
spring	7
sing	7
set	7
serbia	7
save	7
rich	7
place	7
peril	7
pain	7
nation	7
memory	7
loved	7
look	7
light	7
i'm	7
horace	7
honour	7
hero	7
hand	7
go	7
gift	7
fought	7
fame	7
